id,supplier_id,name,description,category,grade,purity_percentage,li2co3_content,lioh_content,li2o_content,particle_size_um,bulk_density,moisture_content,unit,min_order_quantity,lead_time_days,available_quantity,certifications,esg_compliant,conflict_free,specifications,pricing,status,created_at,updated_at
ba97952e-ed3e-4f53-b050-560cdeb2125e,15a2f15e-2b3b-4d6c-95c0-45c55b4da187,Industrial Grade Lithium Chloride 98.6%,High-quality industrial grade lithium chloride for industrial applications. Reliable quality for manufacturing.,Lithium Chloride,Industrial Grade,98.62,,,,,1.35 g/cm³,0.03,MT,127,36,1649,"[""ISO 9001:2015"",""ISO 14001:2015"",""IATF 16949:2016"",""RoHS""]",true,true,"{""Na"":""≤0.0002%"",""Mg"":""≤0.0007%"",""Ca"":""≤0.0009%"",""Fe"":""≤0.0001%""}","{""base_price"":7245,""currency"":""USD"",""unit"":""MT"",""incoterms"":""FOB""}",active,2025-06-07T05:38:30.414Z,2025-12-29T05:38:30.414Z
314911cd-16b3-4b23-b4b6-f13992ae8967,15a2f15e-2b3b-4d6c-95c0-45c55b4da187,Battery Grade Recycled Lithium 99.3%,High-quality battery grade recycled lithium for EV battery applications. Meets strict automotive specifications.,Recycled Lithium,Battery Grade,99.29,,,,D50: 39μm,0.94 g/cm³,0.11,MT,26,86,1093,"[""ISO 9001:2015"",""RoHS"",""ISO 14001:2015""]",true,true,"{""Na"":""≤0.0009%"",""Mg"":""≤0.0004%"",""Ca"":""≤0.0016%"",""Fe"":""≤0.0004%""}","{""base_price"":919,""currency"":""USD"",""unit"":""MT"",""incoterms"":""EXW""}",active,2024-08-29T05:38:30.414Z,2025-12-11T05:38:30.414Z
5ddfde3e-4866-4b28-b769-280c8667978d,15a2f15e-2b3b-4d6c-95c0-45c55b4da187,Battery Grade Lithium Spodumene,High-quality battery grade lithium spodumene for EV battery applications. Meets strict automotive specifications.,Lithium Spodumene,Battery Grade,,,,6.34,D50: 35μm,0.86 g/cm³,0.07,MT,48,73,3679,"[""REACH"",""IATF 16949:2016"",""ISO 14001:2015"",""ISO 9001:2015""]",true,true,"{""Na"":""≤0.0003%"",""Mg"":""≤0.0002%"",""Ca"":""≤0.0005%"",""Fe"":""≤0.0001%""}","{""base_price"":1060,""currency"":""USD"",""unit"":""MT"",""incoterms"":""EXW""}",active,2025-10-09T05:38:30.414Z,2025-12-17T05:38:30.414Z
8fbeeb99-f475-4316-8d6b-047b8d3fee06,0458e690-7a4d-4c4b-a012-50fdc11f13f9,Technical Grade Lithium Carbonate 99.84%,High-quality technical grade lithium carbonate for industrial applications. Reliable quality for manufacturing.,Lithium Carbonate,Technical Grade,99.84,99.84,,,,0.9 g/cm³,0.02,MT,373,31,5188,"[""ISO 9001:2015"",""ISO 14001:2015"",""RoHS""]",true,true,"{""Na"":""≤0.0001%"",""Mg"":""≤0.0002%"",""Ca"":""≤0.0002%"",""Fe"":""≤0.0003%""}","{""base_price"":8208,""currency"":""USD"",""unit"":""MT"",""incoterms"":""CIF""}",active,2024-08-21T05:38:30.414Z,2025-12-05T05:38:30.414Z
64cd54da-7923-4358-ac27-aa4dd8b2ccd0,0458e690-7a4d-4c4b-a012-50fdc11f13f9,Battery Grade Other 99.2%,High-quality battery grade other for EV battery applications. Meets strict automotive specifications.,Other,Battery Grade,99.21,,,,D50: 53μm,1.3 g/cm³,0.04,MT,43,49,7423,"[""ISO 9001:2015"",""ISO 14001:2015""]",true,true,"{""Na"":""≤0.0008%"",""Mg"":""≤0.0003%"",""Ca"":""≤0.0017%"",""Fe"":""≤0.0004%""}","{""base_price"":1003,""currency"":""USD"",""unit"":""MT"",""incoterms"":""EXW""}",active,2025-03-19T05:38:30.414Z,2025-12-16T05:38:30.414Z
a7dd9766-3fd4-411e-918d-341dc4b804e5,0458e690-7a4d-4c4b-a012-50fdc11f13f9,Pharmaceutical Grade Lithium Carbonate 99.3%,High-quality pharmaceutical grade lithium carbonate for industrial applications. Reliable quality for manufacturing.,Lithium Carbonate,Pharmaceutical Grade,99.33,99.33,,,,0.94 g/cm³,0.05,MT,57,31,5277,"[""ISO 14001:2015"",""REACH"",""ISO 9001:2015"",""RoHS""]",true,true,"{""Na"":""≤0.0007%"",""Mg"":""≤0.0004%"",""Ca"":""≤0.0007%"",""Fe"":""≤0.0005%""}","{""base_price"":5616,""currency"":""USD"",""unit"":""MT"",""incoterms"":""EXW""}",active,2024-06-25T05:38:30.414Z,2025-12-23T05:38:30.414Z
61a94e49-7f24-473d-ac2c-e46782e65af6,0458e690-7a4d-4c4b-a012-50fdc11f13f9,Technical Grade Lithium Carbonate 99.66%,High-quality technical grade lithium carbonate for industrial applications. Reliable quality for manufacturing.,Lithium Carbonate,Technical Grade,99.66,99.66,,,,1.09 g/cm³,0.15,MT,401,78,3300,"[""ISO 9001:2015"",""REACH"",""ISO 14001:2015"",""IATF 16949:2016""]",true,true,"{""Na"":""≤0.0006%"",""Mg"":""≤0.0003%"",""Ca"":""≤0.0002%"",""Fe"":""≤0.0002%""}","{""base_price"":8011,""currency"":""USD"",""unit"":""MT"",""incoterms"":""CIF""}",active,2024-07-11T05:38:30.414Z,2025-12-25T05:38:30.414Z
1e3ce796-66e9-48f0-bc08-33e98614cfa0,0458e690-7a4d-4c4b-a012-50fdc11f13f9,Battery Grade Lithium Chloride 98.9%,High-quality battery grade lithium chloride for EV battery applications. Meets strict automotive specifications.,Lithium Chloride,Battery Grade,98.87,,,,D50: 39μm,1.18 g/cm³,0.08,MT,23,53,8776,"[""IATF 16949:2016"",""RoHS""]",true,true,"{""Na"":""≤0.0004%"",""Mg"":""≤0.0005%"",""Ca"":""≤0.0016%"",""Fe"":""≤0.0004%""}","{""base_price"":1072,""currency"":""USD"",""unit"":""MT"",""incoterms"":""EXW""}",active,2025-06-29T05:38:30.414Z,2025-12-16T05:38:30.414Z
e492bd7c-e7a4-4bb8-89a8-62072df71e4b,0458e690-7a4d-4c4b-a012-50fdc11f13f9,Battery Grade Lithium Carbonate 99.60%,High-quality battery grade lithium carbonate for EV battery applications. Meets strict automotive specifications.,Lithium Carbonate,Battery Grade,99.6,99.6,,,D50: 13μm,1.34 g/cm³,0.11,MT,43,64,5175,"[""REACH"",""IATF 16949:2016""]",true,true,"{""Na"":""≤0.0006%"",""Mg"":""≤0.0007%"",""Ca"":""≤0.0004%"",""Fe"":""≤0.0003%""}","{""base_price"":11448,""currency"":""USD"",""unit"":""MT"",""incoterms"":""CIF""}",active,2024-08-21T05:38:30.414Z,2025-12-19T05:38:30.414Z
d41c4928-3185-4ba4-8205-5b2f813c7cfd,0458e690-7a4d-4c4b-a012-50fdc11f13f9,Pharmaceutical Grade Other 99.1%,High-quality pharmaceutical grade other for industrial applications. Reliable quality for manufacturing.,Other,Pharmaceutical Grade,99.09,,,,,1.37 g/cm³,0.01,MT,253,31,4833,"[""ISO 9001:2015"",""REACH""]",true,true,"{""Na"":""≤0.0007%"",""Mg"":""≤0.0001%"",""Ca"":""≤0.0014%"",""Fe"":""≤0.0005%""}","{""base_price"":6483,""currency"":""USD"",""unit"":""MT"",""incoterms"":""CIF""}",active,2024-10-18T05:38:30.414Z,2025-12-31T05:38:30.414Z
e86eb065-f823-454f-ac14-7402ab123076,0458e690-7a4d-4c4b-a012-50fdc11f13f9,Technical Grade Lithium Carbonate 99.3%,High-quality technical grade lithium carbonate for industrial applications. Reliable quality for manufacturing.,Lithium Carbonate,Technical Grade,99.34,99.34,,,,1.35 g/cm³,0.03,MT,54,74,8804,"[""REACH"",""IATF 16949:2016"",""ISO 14001:2015"",""RoHS""]",true,true,"{""Na"":""≤0.0005%"",""Mg"":""≤0.0003%"",""Ca"":""≤0.0007%"",""Fe"":""≤0.0003%""}","{""base_price"":5892,""currency"":""USD"",""unit"":""MT"",""incoterms"":""EXW""}",active,2025-06-28T05:38:30.414Z,2025-12-16T05:38:30.414Z
9a3adb65-b577-4ab1-83d0-359004c6327c,0458e690-7a4d-4c4b-a012-50fdc11f13f9,Battery Grade Lithium Carbonate 99.5%,High-quality battery grade lithium carbonate for EV battery applications. Meets strict automotive specifications.,Lithium Carbonate,Battery Grade,99.47,99.47,,,D50: 19μm,0.9 g/cm³,0.09,MT,28,67,6572,"[""ISO 9001:2015"",""ISO 14001:2015"",""IATF 16949:2016"",""REACH""]",true,true,"{""Na"":""≤0.0003%"",""Mg"":""≤0.0005%"",""Ca"":""≤0.0019%"",""Fe"":""≤0.0005%""}","{""base_price"":13001,""currency"":""USD"",""unit"":""MT"",""incoterms"":""EXW""}",active,2025-08-20T05:38:30.414Z,2025-12-08T05:38:30.414Z
e7905842-b268-45b1-a3b4-fba0905866ac,0458e690-7a4d-4c4b-a012-50fdc11f13f9,Pharmaceutical Grade Recycled Lithium 98.5%,High-quality pharmaceutical grade recycled lithium for industrial applications. Reliable quality for manufacturing.,Recycled Lithium,Pharmaceutical Grade,98.5,,,,,0.85 g/cm³,0.07,MT,495,73,8689,"[""ISO 14001:2015"",""RoHS"",""IATF 16949:2016"",""REACH""]",true,true,"{""Na"":""≤0.0008%"",""Mg"":""≤0.0005%"",""Ca"":""≤0.0018%"",""Fe"":""≤0.0003%""}","{""base_price"":7634,""currency"":""USD"",""unit"":""MT"",""incoterms"":""EXW""}",active,2025-07-26T05:38:30.414Z,2025-12-07T05:38:30.414Z
dfd03ffb-58f4-4dcc-b64a-d8c44a532c20,0971e222-5719-489b-af2c-7a9d9a5a1651,Technical Grade Lithium Hydroxide 99.80%,High-quality technical grade lithium hydroxide for industrial applications. Reliable quality for manufacturing.,Lithium Hydroxide,Technical Grade,99.8,,56.52,,,1.32 g/cm³,0.03,MT,249,73,1520,"[""ISO 9001:2015"",""ISO 14001:2015"",""IATF 16949:2016"",""REACH""]",true,true,"{""Na"":""≤0.0008%"",""Mg"":""≤0.0001%"",""Ca"":""≤0.0014%"",""Fe"":""≤0.0001%""}","{""base_price"":6216,""currency"":""USD"",""unit"":""MT"",""incoterms"":""EXW""}",active,2025-11-09T05:38:30.414Z,2025-12-08T05:38:30.414Z
5187ebc2-beaf-4605-813f-311be7649524,0971e222-5719-489b-af2c-7a9d9a5a1651,Industrial Grade Lithium Hydroxide 99.89%,High-quality industrial grade lithium hydroxide for industrial applications. Reliable quality for manufacturing.,Lithium Hydroxide,Industrial Grade,99.89,,56.34,,,1.12 g/cm³,0.04,MT,368,71,3799,"[""RoHS"",""REACH""]",true,true,"{""Na"":""≤0.001%"",""Mg"":""≤0.0006%"",""Ca"":""≤0.0014%"",""Fe"":""≤0.0005%""}","{""base_price"":9638,""currency"":""USD"",""unit"":""MT"",""incoterms"":""FOB""}",active,2025-04-13T05:38:30.414Z,2025-12-15T05:38:30.414Z
3a999673-a5ff-4da4-9354-61aa45d2f9ec,0971e222-5719-489b-af2c-7a9d9a5a1651,Technical Grade Lithium Spodumene,High-quality technical grade lithium spodumene for industrial applications. Reliable quality for manufacturing.,Lithium Spodumene,Technical Grade,,,,5.71,,1.01 g/cm³,0.15,MT,196,49,3072,"[""ISO 9001:2015"",""ISO 14001:2015"",""IATF 16949:2016"",""REACH""]",true,true,"{""Na"":""≤0.001%"",""Mg"":""≤0.0005%"",""Ca"":""≤0.0009%"",""Fe"":""≤0.0004%""}","{""base_price"":7165,""currency"":""USD"",""unit"":""MT"",""incoterms"":""FOB""}",active,2025-03-09T05:38:30.414Z,2025-12-08T05:38:30.414Z
7d6270e2-c989-494c-9cd6-5afbaffe9257,0971e222-5719-489b-af2c-7a9d9a5a1651,Battery Grade Lithium Chloride 98.1%,High-quality battery grade lithium chloride for EV battery applications. Meets strict automotive specifications.,Lithium Chloride,Battery Grade,98.07,,,,D50: 46μm,1.29 g/cm³,0.04,MT,23,74,2597,"[""RoHS"",""REACH"",""IATF 16949:2016"",""ISO 14001:2015""]",true,true,"{""Na"":""≤0.0005%"",""Mg"":""≤0.0006%"",""Ca"":""≤0.0011%"",""Fe"":""≤0.0003%""}","{""base_price"":865,""currency"":""USD"",""unit"":""MT"",""incoterms"":""CIF""}",active,2025-11-28T05:38:30.414Z,2025-12-27T05:38:30.414Z
f9cbf937-4cbb-430c-92f3-6530ab56002b,0971e222-5719-489b-af2c-7a9d9a5a1651,Industrial Grade Lithium Hydroxide 99.74%,High-quality industrial grade lithium hydroxide for industrial applications. Reliable quality for manufacturing.,Lithium Hydroxide,Industrial Grade,99.74,,56.43,,,0.9 g/cm³,0.09,MT,168,80,3600,"[""REACH"",""ISO 9001:2015"",""IATF 16949:2016"",""RoHS""]",true,true,"{""Na"":""≤0.0002%"",""Mg"":""≤0.0002%"",""Ca"":""≤0.0017%"",""Fe"":""≤0.0002%""}","{""base_price"":8332,""currency"":""USD"",""unit"":""MT"",""incoterms"":""FOB""}",active,2025-03-02T05:38:30.414Z,2025-12-22T05:38:30.414Z
68808a31-ebe6-4045-b1c0-2e31cfd9f07c,0971e222-5719-489b-af2c-7a9d9a5a1651,Technical Grade Recycled Lithium 99.3%,High-quality technical grade recycled lithium for industrial applications. Reliable quality for manufacturing.,Recycled Lithium,Technical Grade,99.3,,,,,1.36 g/cm³,0.04,MT,136,78,1432,"[""REACH"",""IATF 16949:2016"",""ISO 14001:2015"",""ISO 9001:2015""]",true,true,"{""Na"":""≤0.0002%"",""Mg"":""≤0.0006%"",""Ca"":""≤0.0017%"",""Fe"":""≤0.0002%""}","{""base_price"":9759,""currency"":""USD"",""unit"":""MT"",""incoterms"":""EXW""}",active,2024-12-03T05:38:30.414Z,2025-12-07T05:38:30.414Z
de8a746c-9de6-4135-8d0c-f4cdc0169139,0971e222-5719-489b-af2c-7a9d9a5a1651,Technical Grade Lithium Hydroxide 99.60%,High-quality technical grade lithium hydroxide for industrial applications. Reliable quality for manufacturing.,Lithium Hydroxide,Technical Grade,99.6,,56.16,,,1.25 g/cm³,0.13,MT,124,61,1197,"[""IATF 16949:2016"",""ISO 14001:2015"",""ISO 9001:2015""]",true,true,"{""Na"":""≤0.0007%"",""Mg"":""≤0.001%"",""Ca"":""≤0.0012%"",""Fe"":""≤0.0001%""}","{""base_price"":8661,""currency"":""USD"",""unit"":""MT"",""incoterms"":""EXW""}",active,2025-05-12T05:38:30.414Z,2025-12-30T05:38:30.414Z
8f4aeb45-8e18-45b2-8302-4be619d9f567,0971e222-5719-489b-af2c-7a9d9a5a1651,Technical Grade Lithium Spodumene,High-quality technical grade lithium spodumene for industrial applications. Reliable quality for manufacturing.,Lithium Spodumene,Technical Grade,,,,6.78,,1.35 g/cm³,0.07,MT,319,77,480,"[""ISO 9001:2015"",""ISO 14001:2015"",""IATF 16949:2016"",""REACH""]",true,true,"{""Na"":""≤0.0006%"",""Mg"":""≤0.0005%"",""Ca"":""≤0.0001%"",""Fe"":""≤0.0001%""}","{""base_price"":6241,""currency"":""USD"",""unit"":""MT"",""incoterms"":""EXW""}",out_of_stock,2025-01-23T05:38:30.414Z,2025-12-18T05:38:30.414Z
321842b1-07ad-4699-b8f0-78e1de2e0fbc,0971e222-5719-489b-af2c-7a9d9a5a1651,Industrial Grade Lithium Carbonate 99.61%,High-quality industrial grade lithium carbonate for industrial applications. Reliable quality for manufacturing.,Lithium Carbonate,Industrial Grade,99.61,99.61,,,,1.05 g/cm³,0.09,MT,448,41,9395,"[""RoHS"",""REACH"",""IATF 16949:2016"",""ISO 14001:2015""]",true,true,"{""Na"":""≤0.0007%"",""Mg"":""≤0.0005%"",""Ca"":""≤0.0004%"",""Fe"":""≤0.0004%""}","{""base_price"":8508,""currency"":""USD"",""unit"":""MT"",""incoterms"":""FOB""}",active,2024-12-24T05:38:30.414Z,2025-12-27T05:38:30.414Z
7258bc3f-5a4d-47ac-8d01-a8b32dc662e2,5663ce32-a0ed-4c94-ac7f-ac4a0f9b179c,Industrial Grade Recycled Lithium 98.9%,High-quality industrial grade recycled lithium for industrial applications. Reliable quality for manufacturing.,Recycled Lithium,Industrial Grade,98.92,,,,,0.89 g/cm³,0.13,MT,99,74,2537,"[""ISO 9001:2015"",""REACH"",""ISO 14001:2015""]",true,true,"{""Na"":""≤0.0006%"",""Mg"":""≤0.001%"",""Ca"":""≤0.0015%"",""Fe"":""≤0.0005%""}","{""base_price"":5109,""currency"":""USD"",""unit"":""MT"",""incoterms"":""EXW""}",active,2025-08-19T05:38:30.414Z,2025-12-25T05:38:30.414Z
204a4993-f51d-4872-ab11-5b754b8f0e4e,5663ce32-a0ed-4c94-ac7f-ac4a0f9b179c,Pharmaceutical Grade Lithium Spodumene,High-quality pharmaceutical grade lithium spodumene for industrial applications. Reliable quality for manufacturing.,Lithium Spodumene,Pharmaceutical Grade,,,,6.67,,0.86 g/cm³,0.1,MT,383,59,7311,"[""REACH"",""ISO 9001:2015""]",true,true,"{""Na"":""≤0.0006%"",""Mg"":""≤0.0009%"",""Ca"":""≤0.0007%"",""Fe"":""≤0.0002%""}","{""base_price"":8416,""currency"":""USD"",""unit"":""MT"",""incoterms"":""FOB""}",out_of_stock,2025-03-14T05:38:30.414Z,2025-12-27T05:38:30.414Z
e40ab371-75b0-4227-ab1b-1ce8b154d1b0,5663ce32-a0ed-4c94-ac7f-ac4a0f9b179c,Technical Grade Lithium Spodumene,High-quality technical grade lithium spodumene for industrial applications. Reliable quality for manufacturing.,Lithium Spodumene,Technical Grade,,,,6.44,,1.29 g/cm³,0.09,MT,481,68,3572,"[""ISO 9001:2015"",""ISO 14001:2015"",""REACH"",""IATF 16949:2016""]",true,true,"{""Na"":""≤0.0005%"",""Mg"":""≤0.0005%"",""Ca"":""≤0.0004%"",""Fe"":""≤0.0001%""}","{""base_price"":9713,""currency"":""USD"",""unit"":""MT"",""incoterms"":""EXW""}",active,2025-03-04T05:38:30.414Z,2025-12-21T05:38:30.414Z
be8dc345-be80-4fab-82e3-f65f521e4d9e,5663ce32-a0ed-4c94-ac7f-ac4a0f9b179c,Pharmaceutical Grade Recycled Lithium 99.4%,High-quality pharmaceutical grade recycled lithium for industrial applications. Reliable quality for manufacturing.,Recycled Lithium,Pharmaceutical Grade,99.41,,,,,0.85 g/cm³,0.05,MT,178,77,9145,"[""RoHS"",""REACH"",""IATF 16949:2016""]",true,true,"{""Na"":""≤0.0001%"",""Mg"":""≤0.0007%"",""Ca"":""≤0.002%"",""Fe"":""≤0.0002%""}","{""base_price"":7126,""currency"":""USD"",""unit"":""MT"",""incoterms"":""CIF""}",active,2025-06-18T05:38:30.414Z,2025-12-04T05:38:30.414Z
204087f6-f18c-4fc4-a049-dc1e1908dd55,5663ce32-a0ed-4c94-ac7f-ac4a0f9b179c,Pharmaceutical Grade Lithium Carbonate 99.3%,High-quality pharmaceutical grade lithium carbonate for industrial applications. Reliable quality for manufacturing.,Lithium Carbonate,Pharmaceutical Grade,99.35,99.35,,,,0.91 g/cm³,0.09,MT,215,59,4215,"[""ISO 9001:2015"",""IATF 16949:2016""]",true,true,"{""Na"":""≤0.0002%"",""Mg"":""≤0.0003%"",""Ca"":""≤0.0001%"",""Fe"":""≤0.0003%""}","{""base_price"":5378,""currency"":""USD"",""unit"":""MT"",""incoterms"":""FOB""}",active,2025-10-13T05:38:30.414Z,2025-12-24T05:38:30.414Z
f6db81a1-7645-41f2-a962-aeae7b3db1cd,5663ce32-a0ed-4c94-ac7f-ac4a0f9b179c,Technical Grade Lithium Chloride 99.5%,High-quality technical grade lithium chloride for industrial applications. Reliable quality for manufacturing.,Lithium Chloride,Technical Grade,99.49,,,,,0.92 g/cm³,0.1,MT,227,72,5991,"[""ISO 9001:2015"",""IATF 16949:2016"",""ISO 14001:2015""]",true,true,"{""Na"":""≤0.0004%"",""Mg"":""≤0.0009%"",""Ca"":""≤0.0006%"",""Fe"":""≤0.0001%""}","{""base_price"":7949,""currency"":""USD"",""unit"":""MT"",""incoterms"":""CIF""}",active,2024-07-07T05:38:30.414Z,2025-12-05T05:38:30.414Z
1df7d4f5-9d91-49b1-b29a-9f7c3a8d47b6,5663ce32-a0ed-4c94-ac7f-ac4a0f9b179c,Technical Grade Lithium Carbonate 99.5%,High-quality technical grade lithium carbonate for industrial applications. Reliable quality for manufacturing.,Lithium Carbonate,Technical Grade,99.46,99.46,,,,1.19 g/cm³,0.03,MT,201,69,5250,"[""ISO 14001:2015"",""REACH"",""RoHS""]",true,true,"{""Na"":""≤0.0002%"",""Mg"":""≤0.0002%"",""Ca"":""≤0.0002%"",""Fe"":""≤0.0004%""}","{""base_price"":9526,""currency"":""USD"",""unit"":""MT"",""incoterms"":""FOB""}",active,2024-05-09T05:38:30.414Z,2026-01-02T05:38:30.414Z
6121d0f1-8976-440b-9703-b493ad96b897,4022a232-e169-44e0-8c38-ebc6e00bb23e,Industrial Grade Lithium Carbonate 99.87%,High-quality industrial grade lithium carbonate for industrial applications. Reliable quality for manufacturing.,Lithium Carbonate,Industrial Grade,99.87,99.87,,,,1.02 g/cm³,0.08,MT,451,67,2658,"[""IATF 16949:2016"",""ISO 9001:2015""]",true,true,"{""Na"":""≤0.0009%"",""Mg"":""≤0.0002%"",""Ca"":""≤0.0013%"",""Fe"":""≤0.0001%""}","{""base_price"":7023,""currency"":""USD"",""unit"":""MT"",""incoterms"":""EXW""}",active,2025-08-28T05:38:30.414Z,2025-12-29T05:38:30.414Z
dffb53ba-d284-4fc5-8996-2f0214e45579,4022a232-e169-44e0-8c38-ebc6e00bb23e,Technical Grade Lithium Hydroxide 99.78%,High-quality technical grade lithium hydroxide for industrial applications. Reliable quality for manufacturing.,Lithium Hydroxide,Technical Grade,99.78,,56.06,,,1.1 g/cm³,0.02,MT,243,32,7667,"[""IATF 16949:2016"",""ISO 9001:2015"",""ISO 14001:2015""]",true,true,"{""Na"":""≤0.0002%"",""Mg"":""≤0.0008%"",""Ca"":""≤0.0011%"",""Fe"":""≤0.0002%""}","{""base_price"":8633,""currency"":""USD"",""unit"":""MT"",""incoterms"":""EXW""}",active,2025-10-01T05:38:30.414Z,2025-12-30T05:38:30.414Z
181ff82d-09e7-465a-ab18-7c62c452ee45,4022a232-e169-44e0-8c38-ebc6e00bb23e,Industrial Grade Recycled Lithium 98.2%,High-quality industrial grade recycled lithium for industrial applications. Reliable quality for manufacturing.,Recycled Lithium,Industrial Grade,98.23,,,,,0.84 g/cm³,0.09,MT,53,34,5628,"[""REACH"",""IATF 16949:2016""]",true,true,"{""Na"":""≤0.0006%"",""Mg"":""≤0.0009%"",""Ca"":""≤0.0009%"",""Fe"":""≤0.0005%""}","{""base_price"":9221,""currency"":""USD"",""unit"":""MT"",""incoterms"":""FOB""}",active,2025-04-29T05:38:30.414Z,2025-12-25T05:38:30.414Z
88c20166-3eef-4690-9ff9-2b949bc9fa22,4022a232-e169-44e0-8c38-ebc6e00bb23e,Battery Grade Lithium Spodumene,High-quality battery grade lithium spodumene for EV battery applications. Meets strict automotive specifications.,Lithium Spodumene,Battery Grade,,,,5.69,D50: 27μm,0.82 g/cm³,0.08,MT,31,69,3523,"[""RoHS"",""REACH""]",true,true,"{""Na"":""≤0.0002%"",""Mg"":""≤0.0002%"",""Ca"":""≤0.0011%"",""Fe"":""≤0.0004%""}","{""base_price"":1068,""currency"":""USD"",""unit"":""MT"",""incoterms"":""FOB""}",active,2024-03-02T05:38:30.414Z,2025-12-10T05:38:30.414Z
5f8c7e11-6877-48dc-86fe-db9272b0390e,4022a232-e169-44e0-8c38-ebc6e00bb23e,Technical Grade Lithium Carbonate 99.3%,High-quality technical grade lithium carbonate for industrial applications. Reliable quality for manufacturing.,Lithium Carbonate,Technical Grade,99.34,99.34,,,,1.33 g/cm³,0.09,MT,443,74,8438,"[""ISO 9001:2015"",""RoHS""]",true,true,"{""Na"":""≤0.001%"",""Mg"":""≤0.0009%"",""Ca"":""≤0.001%"",""Fe"":""≤0.0004%""}","{""base_price"":6147,""currency"":""USD"",""unit"":""MT"",""incoterms"":""FOB""}",active,2024-03-08T05:38:30.414Z,2025-12-24T05:38:30.414Z
8ff8f14e-8bb2-453a-8b87-222fde195e11,4022a232-e169-44e0-8c38-ebc6e00bb23e,Battery Grade Lithium Chloride 99.2%,High-quality battery grade lithium chloride for EV battery applications. Meets strict automotive specifications.,Lithium Chloride,Battery Grade,99.22,,,,D50: 52μm,1.37 g/cm³,0.02,MT,49,89,7218,"[""REACH"",""ISO 9001:2015"",""ISO 14001:2015"",""RoHS""]",true,true,"{""Na"":""≤0.0006%"",""Mg"":""≤0.0003%"",""Ca"":""≤0.0004%"",""Fe"":""≤0.0003%""}","{""base_price"":884,""currency"":""USD"",""unit"":""MT"",""incoterms"":""FOB""}",active,2024-07-21T05:38:30.414Z,2025-12-22T05:38:30.414Z
811bcac4-f8dc-44bd-928f-6730ef592aeb,4022a232-e169-44e0-8c38-ebc6e00bb23e,Battery Grade Lithium Chloride 98.7%,High-quality battery grade lithium chloride for EV battery applications. Meets strict automotive specifications.,Lithium Chloride,Battery Grade,98.68,,,,D50: 57μm,1.4 g/cm³,0.15,MT,34,57,770,"[""REACH"",""IATF 16949:2016"",""ISO 14001:2015"",""RoHS""]",true,true,"{""Na"":""≤0.0001%"",""Mg"":""≤0.0003%"",""Ca"":""≤0.0003%"",""Fe"":""≤0.0002%""}","{""base_price"":1028,""currency"":""USD"",""unit"":""MT"",""incoterms"":""EXW""}",active,2024-05-31T05:38:30.414Z,2025-12-15T05:38:30.414Z
